Census Tract,Tract Area (km^2),Intersection Density,Bus-Stop Density,Parking-Lot/Space Density,Length of Interstate Highway,Length of State Highway,Length of Collector Roads,Length of Local Roads,Length of Bicycle Lanes,Length of Bike Trails,Length of Pedestrian Crosswalks,Length of Sidewalks
013700,3.4213562649357057,40.91944514367342,2.045972257183671,2.861446727373084,0.0,5.313303150721359,4.3975332036547545,24.964576176990853,0.003954752123858819,0.0,4.41912396665203,28.42392093674455
014100,7.212211968687416,36.88188882341052,2.079805760718638,12.042246530222368,16.111573659709816,7.62473529122639,17.4138989792411,46.519852183460245,0.0017760560270102834,0.0,6.035973155917956,63.991888657808985
014300,2.7241421570209194,55.43029375718458,4.037968419397552,12.761832788795747,0.0,0.0,7.783043765229471,19.261942311287754,1.5775703690206764,0.0,3.691464094449143,34.144660577500495
014400,6.37388189044391,50.36177411465086,2.980914978748805,12.555991359657314,0.0,5.86078679116432,25.52213563861388,29.148825795186454,4.4807394969025,0.0,9.27524848694869,63.07967623969713
013600,4.239001875357274,23.590459013791246,1.8872367211032999,3.476557884928332,0.0,6.3101748583741255,3.3714258339787078,21.68733110329324,0.0,0.0,3.378522738130488,26.160377564740607
014600,4.385738815899443,33.51772783802966,2.964152802002623,9.645264057222743,0.0,3.6829051195954885,10.711254764556532,27.1511048906523,2.4660418627273875,0.0,5.001212271781039,32.13154949637467
014700,2.9162944731741463,40.119405319400116,2.4003063011606907,9.475892034681113,0.0,2.116052729495981,6.979643734888566,18.52590441382666,0.33108265742411397,0.0,3.9139134789723213,25.524036404072056
014800,3.7174978150186244,36.31474898373912,1.6139888437217387,12.734115607724606,0.0,2.6981181307627065,4.516299497221532,29.77129353161955,0.0,0.0,4.608358086036917,30.10579913200155
004000,6.916355603961265,29.78447202483571,0.7229240782727114,1.0324809842886427,0.0,2.0816664658089015,6.105686010078004,49.9731369013804,0.992733229194929,0.0,7.036055970532045,51.94912108616141
004100,15.521458410084835,16.42886855492378,1.0308309681520804,3.0547452766056096,0.0,5.083532625498774,7.505186366112597,77.24488740408182,1.9461490412496953,0.0,9.447040543153545,75.90823279245483
004200,7.478777874178727,32.35822805160863,2.5405220371097683,0.5875223032567243,0.0,2.1909846368295924,8.910561865837552,50.56861686928757,0.6949969348555821,0.0,9.472537297590282,60.95946174655081
004300,21.554207751800668,19.764122388790252,1.3454449513495712,1.7938921827419667,8.862485748704573,13.861892619096846,8.891644175298989,131.973369061193,0.0,0.0,15.689479213410443,129.63602873778922
004700,15.599666470202603,18.077309571884552,1.538494431649749,2.1541429549605677,0.0,6.3870129968002765,11.45477617619498,79.24566814940731,0.9910177586703997,0.0,10.145157785652602,83.62302907023597
004800,10.815867044152496,31.805124692798493,2.12650543004176,1.501202840009883,0.0,7.73761368221464,10.631283496830559,74.59450482297883,0.0039034409975581526,0.0,12.519403727781365,86.80183427510681
004900,10.713240723701613,30.616319418114433,1.2134516842545353,0.7019940119561944,0.0,0.0,15.233859389901479,69.80818930358681,0.0,0.0,11.607696490361603,87.38338281885528
005000,12.369462031011501,29.103933469171363,1.2935081541853939,1.7649380358090871,0.0,1.9055543411695295,20.95115470779425,76.49107587713692,0.0,0.0,14.014254621180342,102.87399387364532
005100,26.344620710449934,11.425482390057885,0.9869187446561629,1.651285410294371,0.0,22.70765110230163,20.148307864112844,126.1101459679839,0.0,0.0,11.00107731844564,77.31611600179602
005200,7.441569537557829,27.54795194284737,0.9406617736582029,1.6844905443793194,0.0,5.914231627556487,5.277214157337724,46.98719267359369,0.0,0.0,7.633582947681284,52.225311368021934
005300,7.272848523403371,33.2744452495148,0.5499908305704925,0.3074284577012818,0.0,0.0,13.143703826402257,52.804841663797205,0.0,0.0,8.437268312049511,55.30848620278673
